>>> Starting benchmark: scala-kmeans
>>> GC: ZGC
>>> Duration: 600s
>>> Base dir: ZGC-java21-2026-04-25
>>> Output dir: ZGC-java21-2026-04-25/scala-kmeans
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Minor Cycles.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Minor Pauses.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Major Cycles.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Major Pauses.
[jmx-memory plugin] WARNING: MXBean for young generation not found, using mock.
====== scala-kmeans (scala) [default], iteration 1054 completed (238.523 ms) ======
====== scala-kmeans (scala) [default], iteration 1055 started ======
====== scala-kmeans (scala) [default], iteration 1055 completed (238.287 ms) ======
====== scala-kmeans (scala) [default], iteration 1056 started ======
====== scala-kmeans (scala) [default], iteration 1056 completed (237.839 ms) ======
====== scala-kmeans (scala) [default], iteration 1057 started ======
====== scala-kmeans (scala) [default], iteration 1057 completed (238.037 ms) ======
====== scala-kmeans (scala) [default], iteration 1058 started ======
====== scala-kmeans (scala) [default], iteration 1058 completed (241.648 ms) ======
====== scala-kmeans (scala) [default], iteration 1059 started ======
====== scala-kmeans (scala) [default], iteration 1059 completed (238.531 ms) ======
====== scala-kmeans (scala) [default], iteration 1060 started ======
====== scala-kmeans (scala) [default], iteration 1060 completed (238.552 ms) ======
====== scala-kmeans (scala) [default], iteration 1061 started ======
====== scala-kmeans (scala) [default], iteration 1061 completed (238.870 ms) ======
====== scala-kmeans (scala) [default], iteration 1062 started ======
====== scala-kmeans (scala) [default], iteration 1062 completed (237.197 ms) ======
====== scala-kmeans (scala) [default], iteration 1063 started ======
====== scala-kmeans (scala) [default], iteration 1063 completed (310.937 ms) ======
====== scala-kmeans (scala) [default], iteration 1064 started ======
====== scala-kmeans (scala) [default], iteration 1064 completed (238.999 ms) ======
====== scala-kmeans (scala) [default], iteration 1065 started ======
====== scala-kmeans (scala) [default], iteration 1065 completed (233.188 ms) ======
====== scala-kmeans (scala) [default], iteration 1066 started ======
====== scala-kmeans (scala) [default], iteration 1066 completed (232.646 ms) ======
====== scala-kmeans (scala) [default], iteration 1067 started ======
====== scala-kmeans (scala) [default], iteration 1067 completed (232.836 ms) ======
====== scala-kmeans (scala) [default], iteration 1068 started ======
====== scala-kmeans (scala) [default], iteration 1068 completed (234.204 ms) ======
====== scala-kmeans (scala) [default], iteration 1069 started ======
====== scala-kmeans (scala) [default], iteration 1069 completed (232.800 ms) ======
====== scala-kmeans (scala) [default], iteration 1070 started ======
====== scala-kmeans (scala) [default], iteration 1070 completed (232.847 ms) ======
====== scala-kmeans (scala) [default], iteration 1071 started ======
====== scala-kmeans (scala) [default], iteration 1071 completed (233.062 ms) ======
====== scala-kmeans (scala) [default], iteration 1072 started ======
====== scala-kmeans (scala) [default], iteration 1072 completed (232.216 ms) ======
====== scala-kmeans (scala) [default], iteration 1073 started ======
====== scala-kmeans (scala) [default], iteration 1073 completed (234.169 ms) ======
====== scala-kmeans (scala) [default], iteration 1074 started ======
====== scala-kmeans (scala) [default], iteration 1074 completed (236.131 ms) ======
====== scala-kmeans (scala) [default], iteration 1075 started ======
====== scala-kmeans (scala) [default], iteration 1075 completed (235.934 ms) ======
====== scala-kmeans (scala) [default], iteration 1076 started ======
====== scala-kmeans (scala) [default], iteration 1076 completed (236.463 ms) ======
====== scala-kmeans (scala) [default], iteration 1077 started ======
====== scala-kmeans (scala) [default], iteration 1077 completed (235.758 ms) ======
====== scala-kmeans (scala) [default], iteration 1078 started ======
====== scala-kmeans (scala) [default], iteration 1078 completed (237.103 ms) ======
====== scala-kmeans (scala) [default], iteration 1079 started ======
====== scala-kmeans (scala) [default], iteration 1079 completed (236.133 ms) ======
====== scala-kmeans (scala) [default], iteration 1080 started ======
====== scala-kmeans (scala) [default], iteration 1080 completed (237.073 ms) ======
====== scala-kmeans (scala) [default], iteration 1081 started ======
====== scala-kmeans (scala) [default], iteration 1081 completed (236.313 ms) ======
====== scala-kmeans (scala) [default], iteration 1082 started ======
====== scala-kmeans (scala) [default], iteration 1082 completed (237.074 ms) ======
====== scala-kmeans (scala) [default], iteration 1083 started ======
====== scala-kmeans (scala) [default], iteration 1083 completed (237.412 ms) ======
====== scala-kmeans (scala) [default], iteration 1084 started ======
====== scala-kmeans (scala) [default], iteration 1084 completed (236.683 ms) ======
====== scala-kmeans (scala) [default], iteration 1085 started ======
====== scala-kmeans (scala) [default], iteration 1085 completed (236.473 ms) ======
====== scala-kmeans (scala) [default], iteration 1086 started ======
====== scala-kmeans (scala) [default], iteration 1086 completed (236.004 ms) ======
====== scala-kmeans (scala) [default], iteration 1087 started ======
====== scala-kmeans (scala) [default], iteration 1087 completed (236.392 ms) ======
====== scala-kmeans (scala) [default], iteration 1088 started ======
====== scala-kmeans (scala) [default], iteration 1088 completed (235.965 ms) ======
====== scala-kmeans (scala) [default], iteration 1089 started ======
====== scala-kmeans (scala) [default], iteration 1089 completed (234.865 ms) ======
====== scala-kmeans (scala) [default], iteration 1090 started ======
====== scala-kmeans (scala) [default], iteration 1090 completed (236.920 ms) ======
====== scala-kmeans (scala) [default], iteration 1091 started ======
====== scala-kmeans (scala) [default], iteration 1091 completed (235.776 ms) ======
====== scala-kmeans (scala) [default], iteration 1092 started ======
====== scala-kmeans (scala) [default], iteration 1092 completed (235.903 ms) ======
====== scala-kmeans (scala) [default], iteration 1093 started ======
====== scala-kmeans (scala) [default], iteration 1093 completed (237.479 ms) ======
====== scala-kmeans (scala) [default], iteration 1094 started ======
====== scala-kmeans (scala) [default], iteration 1094 completed (235.946 ms) ======
====== scala-kmeans (scala) [default], iteration 1095 started ======
====== scala-kmeans (scala) [default], iteration 1095 completed (236.243 ms) ======
====== scala-kmeans (scala) [default], iteration 1096 started ======
====== scala-kmeans (scala) [default], iteration 1096 completed (236.435 ms) ======
====== scala-kmeans (scala) [default], iteration 1097 started ======
====== scala-kmeans (scala) [default], iteration 1097 completed (236.579 ms) ======
====== scala-kmeans (scala) [default], iteration 1098 started ======
====== scala-kmeans (scala) [default], iteration 1098 completed (236.264 ms) ======
====== scala-kmeans (scala) [default], iteration 1099 started ======
====== scala-kmeans (scala) [default], iteration 1099 completed (235.931 ms) ======
====== scala-kmeans (scala) [default], iteration 1100 started ======
====== scala-kmeans (scala) [default], iteration 1100 completed (236.926 ms) ======
====== scala-kmeans (scala) [default], iteration 1101 started ======
====== scala-kmeans (scala) [default], iteration 1101 completed (235.303 ms) ======
====== scala-kmeans (scala) [default], iteration 1102 started ======
====== scala-kmeans (scala) [default], iteration 1102 completed (235.031 ms) ======
====== scala-kmeans (scala) [default], iteration 1103 started ======
====== scala-kmeans (scala) [default], iteration 1103 completed (236.896 ms) ======
====== scala-kmeans (scala) [default], iteration 1104 started ======
====== scala-kmeans (scala) [default], iteration 1104 completed (235.350 ms) ======
====== scala-kmeans (scala) [default], iteration 1105 started ======
====== scala-kmeans (scala) [default], iteration 1105 completed (236.587 ms) ======
====== scala-kmeans (scala) [default], iteration 1106 started ======
====== scala-kmeans (scala) [default], iteration 1106 completed (237.207 ms) ======
====== scala-kmeans (scala) [default], iteration 1107 started ======
====== scala-kmeans (scala) [default], iteration 1107 completed (237.841 ms) ======
====== scala-kmeans (scala) [default], iteration 1108 started ======
====== scala-kmeans (scala) [default], iteration 1108 completed (237.967 ms) ======
====== scala-kmeans (scala) [default], iteration 1109 started ======
====== scala-kmeans (scala) [default], iteration 1109 completed (236.737 ms) ======
====== scala-kmeans (scala) [default], iteration 1110 started ======
====== scala-kmeans (scala) [default], iteration 1110 completed (236.452 ms) ======
====== scala-kmeans (scala) [default], iteration 1111 started ======
====== scala-kmeans (scala) [default], iteration 1111 completed (235.993 ms) ======
====== scala-kmeans (scala) [default], iteration 1112 started ======
====== scala-kmeans (scala) [default], iteration 1112 completed (236.522 ms) ======
====== scala-kmeans (scala) [default], iteration 1113 started ======
====== scala-kmeans (scala) [default], iteration 1113 completed (236.851 ms) ======
====== scala-kmeans (scala) [default], iteration 1114 started ======
====== scala-kmeans (scala) [default], iteration 1114 completed (235.360 ms) ======
====== scala-kmeans (scala) [default], iteration 1115 started ======
====== scala-kmeans (scala) [default], iteration 1115 completed (235.975 ms) ======
====== scala-kmeans (scala) [default], iteration 1116 started ======
====== scala-kmeans (scala) [default], iteration 1116 completed (236.395 ms) ======
====== scala-kmeans (scala) [default], iteration 1117 started ======
====== scala-kmeans (scala) [default], iteration 1117 completed (236.404 ms) ======
====== scala-kmeans (scala) [default], iteration 1118 started ======
====== scala-kmeans (scala) [default], iteration 1118 completed (237.310 ms) ======
====== scala-kmeans (scala) [default], iteration 1119 started ======
====== scala-kmeans (scala) [default], iteration 1119 completed (236.477 ms) ======
====== scala-kmeans (scala) [default], iteration 1120 started ======
====== scala-kmeans (scala) [default], iteration 1120 completed (235.856 ms) ======
====== scala-kmeans (scala) [default], iteration 1121 started ======
====== scala-kmeans (scala) [default], iteration 1121 completed (235.791 ms) ======
====== scala-kmeans (scala) [default], iteration 1122 started ======
====== scala-kmeans (scala) [default], iteration 1122 completed (297.808 ms) ======
====== scala-kmeans (scala) [default], iteration 1123 started ======
====== scala-kmeans (scala) [default], iteration 1123 completed (237.715 ms) ======
====== scala-kmeans (scala) [default], iteration 1124 started ======
====== scala-kmeans (scala) [default], iteration 1124 completed (236.783 ms) ======
====== scala-kmeans (scala) [default], iteration 1125 started ======
====== scala-kmeans (scala) [default], iteration 1125 completed (238.385 ms) ======
====== scala-kmeans (scala) [default], iteration 1126 started ======
====== scala-kmeans (scala) [default], iteration 1126 completed (240.686 ms) ======
====== scala-kmeans (scala) [default], iteration 1127 started ======
====== scala-kmeans (scala) [default], iteration 1127 completed (238.615 ms) ======
====== scala-kmeans (scala) [default], iteration 1128 started ======
====== scala-kmeans (scala) [default], iteration 1128 completed (236.286 ms) ======
====== scala-kmeans (scala) [default], iteration 1129 started ======
====== scala-kmeans (scala) [default], iteration 1129 completed (237.007 ms) ======
====== scala-kmeans (scala) [default], iteration 1130 started ======
====== scala-kmeans (scala) [default], iteration 1130 completed (236.490 ms) ======
====== scala-kmeans (scala) [default], iteration 1131 started ======
====== scala-kmeans (scala) [default], iteration 1131 completed (236.983 ms) ======
====== scala-kmeans (scala) [default], iteration 1132 started ======
====== scala-kmeans (scala) [default], iteration 1132 completed (238.075 ms) ======
====== scala-kmeans (scala) [default], iteration 1133 started ======
====== scala-kmeans (scala) [default], iteration 1133 completed (237.757 ms) ======
====== scala-kmeans (scala) [default], iteration 1134 started ======
====== scala-kmeans (scala) [default], iteration 1134 completed (237.808 ms) ======
====== scala-kmeans (scala) [default], iteration 1135 started ======
====== scala-kmeans (scala) [default], iteration 1135 completed (238.280 ms) ======
====== scala-kmeans (scala) [default], iteration 1136 started ======
====== scala-kmeans (scala) [default], iteration 1136 completed (237.702 ms) ======
====== scala-kmeans (scala) [default], iteration 1137 started ======
====== scala-kmeans (scala) [default], iteration 1137 completed (240.572 ms) ======
====== scala-kmeans (scala) [default], iteration 1138 started ======
====== scala-kmeans (scala) [default], iteration 1138 completed (237.509 ms) ======
====== scala-kmeans (scala) [default], iteration 1139 started ======
====== scala-kmeans (scala) [default], iteration 1139 completed (239.633 ms) ======
====== scala-kmeans (scala) [default], iteration 1140 started ======
====== scala-kmeans (scala) [default], iteration 1140 completed (238.841 ms) ======
====== scala-kmeans (scala) [default], iteration 1141 started ======
====== scala-kmeans (scala) [default], iteration 1141 completed (237.869 ms) ======
====== scala-kmeans (scala) [default], iteration 1142 started ======
====== scala-kmeans (scala) [default], iteration 1142 completed (238.820 ms) ======
====== scala-kmeans (scala) [default], iteration 1143 started ======
====== scala-kmeans (scala) [default], iteration 1143 completed (237.361 ms) ======
====== scala-kmeans (scala) [default], iteration 1144 started ======
====== scala-kmeans (scala) [default], iteration 1144 completed (236.577 ms) ======
====== scala-kmeans (scala) [default], iteration 1145 started ======
====== scala-kmeans (scala) [default], iteration 1145 completed (237.436 ms) ======
====== scala-kmeans (scala) [default], iteration 1146 started ======
====== scala-kmeans (scala) [default], iteration 1146 completed (236.545 ms) ======
====== scala-kmeans (scala) [default], iteration 1147 started ======
====== scala-kmeans (scala) [default], iteration 1147 completed (237.873 ms) ======
====== scala-kmeans (scala) [default], iteration 1148 started ======
====== scala-kmeans (scala) [default], iteration 1148 completed (237.360 ms) ======
====== scala-kmeans (scala) [default], iteration 1149 started ======
====== scala-kmeans (scala) [default], iteration 1149 completed (237.534 ms) ======
====== scala-kmeans (scala) [default], iteration 1150 started ======
====== scala-kmeans (scala) [default], iteration 1150 completed (237.065 ms) ======
====== scala-kmeans (scala) [default], iteration 1151 started ======
====== scala-kmeans (scala) [default], iteration 1151 completed (236.015 ms) ======
====== scala-kmeans (scala) [default], iteration 1152 started ======
====== scala-kmeans (scala) [default], iteration 1152 completed (237.067 ms) ======
====== scala-kmeans (scala) [default], iteration 1153 started ======
====== scala-kmeans (scala) [default], iteration 1153 completed (235.251 ms) ======
====== scala-kmeans (scala) [default], iteration 1154 started ======
====== scala-kmeans (scala) [default], iteration 1154 completed (236.638 ms) ======
====== scala-kmeans (scala) [default], iteration 1155 started ======
====== scala-kmeans (scala) [default], iteration 1155 completed (235.930 ms) ======
====== scala-kmeans (scala) [default], iteration 1156 started ======
====== scala-kmeans (scala) [default], iteration 1156 completed (236.469 ms) ======
====== scala-kmeans (scala) [default], iteration 1157 started ======
====== scala-kmeans (scala) [default], iteration 1157 completed (238.239 ms) ======
====== scala-kmeans (scala) [default], iteration 1158 started ======
====== scala-kmeans (scala) [default], iteration 1158 completed (235.801 ms) ======
====== scala-kmeans (scala) [default], iteration 1159 started ======
====== scala-kmeans (scala) [default], iteration 1159 completed (237.617 ms) ======
====== scala-kmeans (scala) [default], iteration 1160 started ======
====== scala-kmeans (scala) [default], iteration 1160 completed (237.411 ms) ======
====== scala-kmeans (scala) [default], iteration 1161 started ======
====== scala-kmeans (scala) [default], iteration 1161 completed (236.644 ms) ======
====== scala-kmeans (scala) [default], iteration 1162 started ======
====== scala-kmeans (scala) [default], iteration 1162 completed (239.175 ms) ======
====== scala-kmeans (scala) [default], iteration 1163 started ======
====== scala-kmeans (scala) [default], iteration 1163 completed (236.892 ms) ======
====== scala-kmeans (scala) [default], iteration 1164 started ======
====== scala-kmeans (scala) [default], iteration 1164 completed (238.593 ms) ======
====== scala-kmeans (scala) [default], iteration 1165 started ======
====== scala-kmeans (scala) [default], iteration 1165 completed (237.880 ms) ======
====== scala-kmeans (scala) [default], iteration 1166 started ======
====== scala-kmeans (scala) [default], iteration 1166 completed (236.190 ms) ======
====== scala-kmeans (scala) [default], iteration 1167 started ======
====== scala-kmeans (scala) [default], iteration 1167 completed (236.873 ms) ======
====== scala-kmeans (scala) [default], iteration 1168 started ======
====== scala-kmeans (scala) [default], iteration 1168 completed (237.824 ms) ======
====== scala-kmeans (scala) [default], iteration 1169 started ======
====== scala-kmeans (scala) [default], iteration 1169 completed (237.733 ms) ======
====== scala-kmeans (scala) [default], iteration 1170 started ======
====== scala-kmeans (scala) [default], iteration 1170 completed (236.336 ms) ======
====== scala-kmeans (scala) [default], iteration 1171 started ======
====== scala-kmeans (scala) [default], iteration 1171 completed (235.866 ms) ======
====== scala-kmeans (scala) [default], iteration 1172 started ======
====== scala-kmeans (scala) [default], iteration 1172 completed (239.097 ms) ======
====== scala-kmeans (scala) [default], iteration 1173 started ======
====== scala-kmeans (scala) [default], iteration 1173 completed (260.511 ms) ======
====== scala-kmeans (scala) [default], iteration 1174 started ======
====== scala-kmeans (scala) [default], iteration 1174 completed (268.143 ms) ======
====== scala-kmeans (scala) [default], iteration 1175 started ======
====== scala-kmeans (scala) [default], iteration 1175 completed (235.824 ms) ======
====== scala-kmeans (scala) [default], iteration 1176 started ======
====== scala-kmeans (scala) [default], iteration 1176 completed (236.397 ms) ======
====== scala-kmeans (scala) [default], iteration 1177 started ======
====== scala-kmeans (scala) [default], iteration 1177 completed (236.493 ms) ======
====== scala-kmeans (scala) [default], iteration 1178 started ======
====== scala-kmeans (scala) [default], iteration 1178 completed (237.255 ms) ======
====== scala-kmeans (scala) [default], iteration 1179 started ======
====== scala-kmeans (scala) [default], iteration 1179 completed (237.240 ms) ======
====== scala-kmeans (scala) [default], iteration 1180 started ======
====== scala-kmeans (scala) [default], iteration 1180 completed (237.816 ms) ======
====== scala-kmeans (scala) [default], iteration 1181 started ======
====== scala-kmeans (scala) [default], iteration 1181 completed (237.942 ms) ======
====== scala-kmeans (scala) [default], iteration 1182 started ======
====== scala-kmeans (scala) [default], iteration 1182 completed (236.861 ms) ======
====== scala-kmeans (scala) [default], iteration 1183 started ======
====== scala-kmeans (scala) [default], iteration 1183 completed (236.650 ms) ======
====== scala-kmeans (scala) [default], iteration 1184 started ======
====== scala-kmeans (scala) [default], iteration 1184 completed (237.068 ms) ======
====== scala-kmeans (scala) [default], iteration 1185 started ======
====== scala-kmeans (scala) [default], iteration 1185 completed (239.183 ms) ======
====== scala-kmeans (scala) [default], iteration 1186 started ======
====== scala-kmeans (scala) [default], iteration 1186 completed (237.694 ms) ======
====== scala-kmeans (scala) [default], iteration 1187 started ======
====== scala-kmeans (scala) [default], iteration 1187 completed (239.270 ms) ======
====== scala-kmeans (scala) [default], iteration 1188 started ======
====== scala-kmeans (scala) [default], iteration 1188 completed (236.746 ms) ======
====== scala-kmeans (scala) [default], iteration 1189 started ======
====== scala-kmeans (scala) [default], iteration 1189 completed (236.970 ms) ======
====== scala-kmeans (scala) [default], iteration 1190 started ======
====== scala-kmeans (scala) [default], iteration 1190 completed (238.068 ms) ======
====== scala-kmeans (scala) [default], iteration 1191 started ======
====== scala-kmeans (scala) [default], iteration 1191 completed (235.937 ms) ======
====== scala-kmeans (scala) [default], iteration 1192 started ======
====== scala-kmeans (scala) [default], iteration 1192 completed (236.467 ms) ======
====== scala-kmeans (scala) [default], iteration 1193 started ======
====== scala-kmeans (scala) [default], iteration 1193 completed (238.299 ms) ======
====== scala-kmeans (scala) [default], iteration 1194 started ======
====== scala-kmeans (scala) [default], iteration 1194 completed (237.889 ms) ======
====== scala-kmeans (scala) [default], iteration 1195 started ======
====== scala-kmeans (scala) [default], iteration 1195 completed (238.816 ms) ======
====== scala-kmeans (scala) [default], iteration 1196 started ======
====== scala-kmeans (scala) [default], iteration 1196 completed (237.750 ms) ======
====== scala-kmeans (scala) [default], iteration 1197 started ======
====== scala-kmeans (scala) [default], iteration 1197 completed (239.011 ms) ======
====== scala-kmeans (scala) [default], iteration 1198 started ======
====== scala-kmeans (scala) [default], iteration 1198 completed (238.918 ms) ======
====== scala-kmeans (scala) [default], iteration 1199 started ======
====== scala-kmeans (scala) [default], iteration 1199 completed (237.096 ms) ======
====== scala-kmeans (scala) [default], iteration 1200 started ======
====== scala-kmeans (scala) [default], iteration 1200 completed (239.048 ms) ======
====== scala-kmeans (scala) [default], iteration 1201 started ======
====== scala-kmeans (scala) [default], iteration 1201 completed (237.726 ms) ======
====== scala-kmeans (scala) [default], iteration 1202 started ======
====== scala-kmeans (scala) [default], iteration 1202 completed (237.212 ms) ======
====== scala-kmeans (scala) [default], iteration 1203 started ======
====== scala-kmeans (scala) [default], iteration 1203 completed (237.548 ms) ======
====== scala-kmeans (scala) [default], iteration 1204 started ======
====== scala-kmeans (scala) [default], iteration 1204 completed (241.105 ms) ======
====== scala-kmeans (scala) [default], iteration 1205 started ======
====== scala-kmeans (scala) [default], iteration 1205 completed (239.494 ms) ======
====== scala-kmeans (scala) [default], iteration 1206 started ======
====== scala-kmeans (scala) [default], iteration 1206 completed (237.500 ms) ======
====== scala-kmeans (scala) [default], iteration 1207 started ======
====== scala-kmeans (scala) [default], iteration 1207 completed (239.423 ms) ======
====== scala-kmeans (scala) [default], iteration 1208 started ======
====== scala-kmeans (scala) [default], iteration 1208 completed (237.308 ms) ======
====== scala-kmeans (scala) [default], iteration 1209 started ======
====== scala-kmeans (scala) [default], iteration 1209 completed (237.701 ms) ======
====== scala-kmeans (scala) [default], iteration 1210 started ======
====== scala-kmeans (scala) [default], iteration 1210 completed (238.186 ms) ======
====== scala-kmeans (scala) [default], iteration 1211 started ======
====== scala-kmeans (scala) [default], iteration 1211 completed (236.893 ms) ======
====== scala-kmeans (scala) [default], iteration 1212 started ======
====== scala-kmeans (scala) [default], iteration 1212 completed (237.384 ms) ======
====== scala-kmeans (scala) [default], iteration 1213 started ======
====== scala-kmeans (scala) [default], iteration 1213 completed (237.458 ms) ======
====== scala-kmeans (scala) [default], iteration 1214 started ======
====== scala-kmeans (scala) [default], iteration 1214 completed (237.081 ms) ======
====== scala-kmeans (scala) [default], iteration 1215 started ======
====== scala-kmeans (scala) [default], iteration 1215 completed (237.548 ms) ======
====== scala-kmeans (scala) [default], iteration 1216 started ======
====== scala-kmeans (scala) [default], iteration 1216 completed (234.181 ms) ======
====== scala-kmeans (scala) [default], iteration 1217 started ======
====== scala-kmeans (scala) [default], iteration 1217 completed (234.925 ms) ======
====== scala-kmeans (scala) [default], iteration 1218 started ======
====== scala-kmeans (scala) [default], iteration 1218 completed (236.417 ms) ======
====== scala-kmeans (scala) [default], iteration 1219 started ======
====== scala-kmeans (scala) [default], iteration 1219 completed (255.313 ms) ======
====== scala-kmeans (scala) [default], iteration 1220 started ======
====== scala-kmeans (scala) [default], iteration 1220 completed (254.463 ms) ======
====== scala-kmeans (scala) [default], iteration 1221 started ======
====== scala-kmeans (scala) [default], iteration 1221 completed (237.160 ms) ======
====== scala-kmeans (scala) [default], iteration 1222 started ======
====== scala-kmeans (scala) [default], iteration 1222 completed (237.043 ms) ======
====== scala-kmeans (scala) [default], iteration 1223 started ======
====== scala-kmeans (scala) [default], iteration 1223 completed (237.526 ms) ======
====== scala-kmeans (scala) [default], iteration 1224 started ======
====== scala-kmeans (scala) [default], iteration 1224 completed (238.068 ms) ======
====== scala-kmeans (scala) [default], iteration 1225 started ======
====== scala-kmeans (scala) [default], iteration 1225 completed (236.793 ms) ======
====== scala-kmeans (scala) [default], iteration 1226 started ======
====== scala-kmeans (scala) [default], iteration 1226 completed (236.888 ms) ======
====== scala-kmeans (scala) [default], iteration 1227 started ======
====== scala-kmeans (scala) [default], iteration 1227 completed (236.895 ms) ======
====== scala-kmeans (scala) [default], iteration 1228 started ======
====== scala-kmeans (scala) [default], iteration 1228 completed (239.837 ms) ======
====== scala-kmeans (scala) [default], iteration 1229 started ======
====== scala-kmeans (scala) [default], iteration 1229 completed (236.315 ms) ======
====== scala-kmeans (scala) [default], iteration 1230 started ======
====== scala-kmeans (scala) [default], iteration 1230 completed (236.339 ms) ======
====== scala-kmeans (scala) [default], iteration 1231 started ======
====== scala-kmeans (scala) [default], iteration 1231 completed (238.194 ms) ======
====== scala-kmeans (scala) [default], iteration 1232 started ======
====== scala-kmeans (scala) [default], iteration 1232 completed (236.184 ms) ======
====== scala-kmeans (scala) [default], iteration 1233 started ======
====== scala-kmeans (scala) [default], iteration 1233 completed (237.708 ms) ======
====== scala-kmeans (scala) [default], iteration 1234 started ======
====== scala-kmeans (scala) [default], iteration 1234 completed (236.937 ms) ======
====== scala-kmeans (scala) [default], iteration 1235 started ======
====== scala-kmeans (scala) [default], iteration 1235 completed (236.799 ms) ======
====== scala-kmeans (scala) [default], iteration 1236 started ======
====== scala-kmeans (scala) [default], iteration 1236 completed (238.011 ms) ======
====== scala-kmeans (scala) [default], iteration 1237 started ======
====== scala-kmeans (scala) [default], iteration 1237 completed (235.786 ms) ======
====== scala-kmeans (scala) [default], iteration 1238 started ======
====== scala-kmeans (scala) [default], iteration 1238 completed (237.391 ms) ======
====== scala-kmeans (scala) [default], iteration 1239 started ======
====== scala-kmeans (scala) [default], iteration 1239 completed (237.010 ms) ======
====== scala-kmeans (scala) [default], iteration 1240 started ======
====== scala-kmeans (scala) [default], iteration 1240 completed (235.846 ms) ======
====== scala-kmeans (scala) [default], iteration 1241 started ======
====== scala-kmeans (scala) [default], iteration 1241 completed (239.374 ms) ======
====== scala-kmeans (scala) [default], iteration 1242 started ======
====== scala-kmeans (scala) [default], iteration 1242 completed (236.047 ms) ======
====== scala-kmeans (scala) [default], iteration 1243 started ======
====== scala-kmeans (scala) [default], iteration 1243 completed (238.915 ms) ======
====== scala-kmeans (scala) [default], iteration 1244 started ======
====== scala-kmeans (scala) [default], iteration 1244 completed (237.364 ms) ======
====== scala-kmeans (scala) [default], iteration 1245 started ======
====== scala-kmeans (scala) [default], iteration 1245 completed (237.762 ms) ======
====== scala-kmeans (scala) [default], iteration 1246 started ======
====== scala-kmeans (scala) [default], iteration 1246 completed (236.581 ms) ======
====== scala-kmeans (scala) [default], iteration 1247 started ======
====== scala-kmeans (scala) [default], iteration 1247 completed (236.793 ms) ======
====== scala-kmeans (scala) [default], iteration 1248 started ======
====== scala-kmeans (scala) [default], iteration 1248 completed (237.098 ms) ======
====== scala-kmeans (scala) [default], iteration 1249 started ======
====== scala-kmeans (scala) [default], iteration 1249 completed (236.621 ms) ======
====== scala-kmeans (scala) [default], iteration 1250 started ======
====== scala-kmeans (scala) [default], iteration 1250 completed (237.341 ms) ======
====== scala-kmeans (scala) [default], iteration 1251 started ======
====== scala-kmeans (scala) [default], iteration 1251 completed (238.591 ms) ======
====== scala-kmeans (scala) [default], iteration 1252 started ======
====== scala-kmeans (scala) [default], iteration 1252 completed (240.452 ms) ======
====== scala-kmeans (scala) [default], iteration 1253 started ======
====== scala-kmeans (scala) [default], iteration 1253 completed (238.390 ms) ======
====== scala-kmeans (scala) [default], iteration 1254 started ======
====== scala-kmeans (scala) [default], iteration 1254 completed (236.600 ms) ======
====== scala-kmeans (scala) [default], iteration 1255 started ======
====== scala-kmeans (scala) [default], iteration 1255 completed (237.004 ms) ======
====== scala-kmeans (scala) [default], iteration 1256 started ======
====== scala-kmeans (scala) [default], iteration 1256 completed (238.483 ms) ======
====== scala-kmeans (scala) [default], iteration 1257 started ======
====== scala-kmeans (scala) [default], iteration 1257 completed (236.891 ms) ======
====== scala-kmeans (scala) [default], iteration 1258 started ======
====== scala-kmeans (scala) [default], iteration 1258 completed (238.773 ms) ======
====== scala-kmeans (scala) [default], iteration 1259 started ======
====== scala-kmeans (scala) [default], iteration 1259 completed (238.013 ms) ======
====== scala-kmeans (scala) [default], iteration 1260 started ======
====== scala-kmeans (scala) [default], iteration 1260 completed (240.459 ms) ======
====== scala-kmeans (scala) [default], iteration 1261 started ======
====== scala-kmeans (scala) [default], iteration 1261 completed (263.475 ms) ======
====== scala-kmeans (scala) [default], iteration 1262 started ======
====== scala-kmeans (scala) [default], iteration 1262 completed (236.702 ms) ======
====== scala-kmeans (scala) [default], iteration 1263 started ======
====== scala-kmeans (scala) [default], iteration 1263 completed (237.845 ms) ======
====== scala-kmeans (scala) [default], iteration 1264 started ======
====== scala-kmeans (scala) [default], iteration 1264 completed (239.458 ms) ======
====== scala-kmeans (scala) [default], iteration 1265 started ======
====== scala-kmeans (scala) [default], iteration 1265 completed (238.533 ms) ======
====== scala-kmeans (scala) [default], iteration 1266 started ======
====== scala-kmeans (scala) [default], iteration 1266 completed (236.570 ms) ======
====== scala-kmeans (scala) [default], iteration 1267 started ======
====== scala-kmeans (scala) [default], iteration 1267 completed (236.345 ms) ======
====== scala-kmeans (scala) [default], iteration 1268 started ======
====== scala-kmeans (scala) [default], iteration 1268 completed (237.258 ms) ======
====== scala-kmeans (scala) [default], iteration 1269 started ======
====== scala-kmeans (scala) [default], iteration 1269 completed (236.896 ms) ======
====== scala-kmeans (scala) [default], iteration 1270 started ======
====== scala-kmeans (scala) [default], iteration 1270 completed (237.118 ms) ======
====== scala-kmeans (scala) [default], iteration 1271 started ======
====== scala-kmeans (scala) [default], iteration 1271 completed (236.940 ms) ======
